Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,WorkLife_Score
0.2493328927577313,1,2,1.4176113308861482,1,-0.9026564154793644,-0.8363790003690087,4,1.171467975571152,1,1.274549131071096,-1.0280795325349898,-0.9605989822144692,2,0.2596540000963818,2,-1.019991792100808,-1.6918548796313269,1.5932969054005723,1,0.329465187878218,0.0,-0.658910031908753,-0.9262940760054058,-0.2826799810219976,0.6347748805031875,0.3447829952026947,-1.4353439764744702,-1.1250420452922845,-0.7617296286788189,-1.111743226941386,0.08952428386959128
-0.2245860522800769,0,1,1.4652586045936256,1,-0.7801405253007089,1.0994783547897238,1,1.171467975571152,0,-0.4863355913552275,0.3782366969013269,-0.9605989822144692,6,0.2596540000963818,1,-0.7237006099450455,1.2868818975052383,-0.6530010713541675,1,-1.3067420329166253,0.0,0.2659456152884724,-0.9262940760054058,-0.0757759949127031,0.6347748805031875,0.3447829952026947,0.8684572624592949,1.284074246880647,1.640295982357998,-1.111743226941386,0.08952428386959128
-0.3430657885395289,0,1,0.4947588717097428,1,-0.9026564154793644,-0.8363790003690087,1,1.171467975571152,1,0.6386740924171457,0.3782366969013269,-0.9605989822144692,2,1.1671447304332367,2,-0.6661788786107765,-0.3335405798707431,-1.1022606667051156,0,-0.4886384225192036,0.0,0.2659456152884724,-0.9262940760054058,-0.0757759949127031,-0.6897255418004784,-1.0482997426394058,0.5804821075925742,1.284074246880647,1.640295982357998,1.0086074296262235,-1.2235175205361009
-0.6985049973178852,0,2,-1.6418451913834566,1,0.6900501568431568,-0.8363790003690087,1,1.171467975571152,0,-0.8287298429381237,-1.0280795325349898,0.4181662920522946,2,0.2596540000963818,2,-0.2591854965286848,-0.2161872742936247,-1.1022606667051156,1,-0.8976902277179144,0.0,1.1908012624856978,-0.9262940760054058,0.3380319773058857,0.6347748805031875,0.3447829952026947,1.1564324173260154,0.5957553062598093,-0.7617296286788189,1.7153909818154267,0.08952428386959128
-0.461545524798981,0,2,-0.3453377962905175,1,2.0377249488083677,-1.8043076779483749,1,-1.5733011247335469,1,-1.7091722041512851,0.3782366969013269,-0.9605989822144692,6,0.2596540000963818,0,-0.7229770661546773,0.1407504081952147,-0.6530010713541675,0,1.1475687982756395,0.0,1.1908012624856978,0.5222060562715038,-0.6964879532405865,-2.014225964104144,-1.0482997426394058,0.0045317978591329,-0.436723104671447,2.440971186036937,-0.0515678986575812,-0.2721952214763293
-0.1061063160206248,0,2,1.349902047196575,1,1.1801137175577787,-0.8363790003690087,3,-0.6583780912986473,1,1.3234625955829382,0.3782366969013269,-0.9605989822144692,2,1.1671447304332367,0,-0.8134200399506977,-0.7791388281867944,-1.1022606667051156,0,-1.3067420329166253,0.0,0.2659456152884724,0.5222060562715038,-1.1102959254591755,-0.6897255418004784,0.3447829952026947,-0.859393666741029,-0.436723104671447,0.03894557500012,-0.4049596747521828,0.402411655993813
-0.8169847335773373,1,2,-1.767232753771555,1,1.792693168451056,0.1315496772103575,1,0.2565449421362523,1,-0.7798163784262814,-1.0280795325349898,-0.9605989822144692,2,0.2596540000963818,2,-1.0424216496022214,-0.1781693941249983,1.1440373100496244,1,-0.0795866173204927,0.0,-0.658910031908753,-0.9262940760054058,-0.4895839671312921,1.9592753028068532,0.3447829952026947,-0.2834433570075877,-0.436723104671447,-0.7617296286788189,-0.0515678986575812,0.08952428386959128
-1.5278631511340497,0,0,0.7906735189456554,1,0.8125660470218123,-0.8363790003690087,3,1.171467975571152,1,1.4702029891184651,1.7845529263376436,-0.9605989822144692,2,1.1671447304332367,0,-0.7142945406702593,-0.9848657721936256,-0.6530010713541675,1,-0.4886384225192036,0.0,-0.658910031908753,1.9707061885484132,-1.5241038976777643,-0.6897255418004784,-1.0482997426394058,-1.1473688216077496,-1.1250420452922845,-0.7617296286788189,-1.111743226941386,-1.2235175205361009
0.3678126290171833,0,2,-1.0951554193713469,1,-0.9026564154793644,0.1315496772103575,1,1.171467975571152,1,-1.024383700985493,0.3782366969013269,-0.9605989822144692,6,1.1671447304332367,2,-0.3492666984295211,-1.4178392150197177,1.1440373100496244,1,-1.3067420329166253,0.0,0.2659456152884724,-0.9262940760054058,-0.4895839671312921,0.6347748805031875,0.3447829952026947,-0.5714185118743084,-0.436723104671447,0.03894557500012,-0.4049596747521828,0.402411655993813
-0.1061063160206248,0,2,-0.9747833594787724,1,-0.2900769645860869,1.0994783547897238,1,-1.5733011247335469,0,-0.6330759848907545,0.3782366969013269,1.7969315663190586,5,-0.6478367302404731,2,2.562997057802335,1.0191786356386088,-1.1022606667051156,0,-1.3067420329166253,0.0,0.2659456152884724,-0.9262940760054058,0.9587439356337693,1.9592753028068532,0.3447829952026947,2.0203578819261776,0.939914776570228,0.839620778679059,2.775566310099232,-0.22336308825463042
-0.1061063160206248,1,2,-0.2726130101054203,1,-0.4125928547647424,-1.8043076779483749,3,-0.6583780912986473,1,0.834327950464515,0.3782366969013269,-0.9605989822144692,6,-1.555327460577328,2,-0.7052502432906573,0.4179222741793136,-0.2037414760032195,0,-1.3067420329166253,0.0,0.2659456152884724,-0.9262940760054058,-0.0757759949127031,-0.6897255418004784,0.3447829952026947,-0.2834433570075877,-0.436723104671447,0.03894557500012,-0.0515678986575812,-0.5362504603788522
